;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59058.472697	0.125	13.444	13.421	13.467	20.55946	V	m15_data/M15-3_20200728_112041_d231_Nickel_V_c.fit
59058.47162	0.04167	13.38	13.358	13.402	20.09788	V	m15_data/M15-3_20200728_111908_d230_Nickel_V_c.fit
59058.470567	0.01389	13.407	13.383	13.431	19.178	V	m15_data/M15-3_20200728_111737_d229_Nickel_V_c.fit
59058.440949	0.125	13.334	13.315	13.353	21.10267	V	m15_data/M15-3_20200728_103458_d211_Nickel_V_c.fit
59058.439861	0.04167	13.329	13.309	13.349	20.39103	V	m15_data/M15-3_20200728_103324_d210_Nickel_V_c.fit
59058.439248	0.01389	13.302	13.28	13.324	19.84196	V	m15_data/M15-3_20200728_103231_d209_Nickel_V_c.fit
59058.403495	0.125	13.323	13.304	13.342	21.09777	V	m15_data/M15-3_20200728_094102_d195_Nickel_V_c.fit
59058.402361	0.04167	13.338	13.32	13.356	20.23794	V	m15_data/M15-3_20200728_093924_d194_Nickel_V_c.fit
59058.401586	0.01389	13.329	13.31	13.348	19.40902	V	m15_data/M15-3_20200728_093817_d193_Nickel_V_c.fit
59058.369572	0.125	13.311	13.293	13.329	21.33054	V	m15_data/M15-3_20200728_085211_d179_Nickel_V_c.fit
59058.368438	0.04167	13.316	13.297	13.335	20.66667	V	m15_data/M15-3_20200728_085033_d178_Nickel_V_c.fit
59058.36772	0.01389	13.284	13.263	13.305	19.98488	V	m15_data/M15-3_20200728_084931_d177_Nickel_V_c.fit
59058.350093	0.125	13.326	13.31	13.342	21.232	V	m15_data/M15-3_20200728_082408_d167_Nickel_V_c.fit
59058.348912	0.04167	13.314	13.296	13.332	20.54425	V	m15_data/M15-3_20200728_082226_d166_Nickel_V_c.fit
59058.348218	0.01389	13.302	13.283	13.321	19.81756	V	m15_data/M15-3_20200728_082126_d165_Nickel_V_c.fit
59058.331053	0.125	13.372	13.353	13.391	20.95772	V	m15_data/M15-3_20200728_075643_d155_Nickel_V_c.fit
59058.329954	0.04167	13.347	13.329	13.365	20.38532	V	m15_data/M15-3_20200728_075508_d154_Nickel_V_c.fit
59058.329271	0.01389	13.383	13.358	13.408	19.37193	V	m15_data/M15-3_20200728_075409_d153_Nickel_V_c.fit
59054.424525	0.125	13.467	13.444	13.49	20.81904	V	m15_data/M15-3_20200724_101119_d204_Nickel_V_c.fit
59054.423426	0.04167	13.478	13.458	13.498	20.16789	V	m15_data/M15-3_20200724_100944_d203_Nickel_V_c.fit
59054.422778	0.01389	13.424	13.399	13.449	19.25769	V	m15_data/M15-3_20200724_100848_d202_Nickel_V_c.fit
59054.349282	0.125	13.423	13.403	13.443	20.7469	V	m15_data/M15-3_20200724_082258_d172_Nickel_V_c.fit
59054.348032	0.04167	13.429	13.41	13.448	20.03424	V	m15_data/M15-3_20200724_082110_d171_Nickel_V_c.fit
59054.347361	0.01389	13.39	13.372	13.408	19.21168	V	m15_data/M15-3_20200724_082012_d170_Nickel_V_c.fit
59051.336505	0.125	13.413	13.391	13.435	20.92444	V	m15_data/M15-3_20200721_080434_d153_Nickel_V_c.fit
59051.335139	0.04167	13.344	13.326	13.362	20.32194	V	m15_data/M15-3_20200721_080236_d152_Nickel_V_c.fit
59051.334016	0.01389	13.369	13.347	13.391	19.42646	V	m15_data/M15-3_20200721_080059_d151_Nickel_V_c.fit
59043.364271	0.125	13.403	13.382	13.424	20.81349	V	m15_data/M15-3_20200713_084433_d188_Nickel_V_c.fit
59043.362928	0.04167	13.359	13.341	13.377	20.24039	V	m15_data/M15-3_20200713_084237_d187_Nickel_V_c.fit
59043.360903	0.01389	13.418	13.395	13.441	19.2963	V	m15_data/M15-3_20200713_083942_d186_Nickel_V_c.fit
59039.414838	0.125	13.331	13.313	13.349	20.52254	V	m15_data/M15-3_20200709_095722_d176_Nickel_V_c.fit
59039.413681	0.04167	13.36	13.339	13.381	19.65123	V	m15_data/M15-3_20200709_095542_d175_Nickel_V_c.fit
59039.412963	0.01389	13.333	13.314	13.352	19.2226	V	m15_data/M15-3_20200709_095440_d174_Nickel_V_c.fit
59030.461088	0.04167	14.347	14.319	14.375	20.44038	B	m15_data/M15-3_20200630_110358_d190_Nickel_B_c.fit
59030.458495	0.125	13.389	13.364	13.414	21.09893	V	m15_data/M15-3_20200630_110014_d189_Nickel_V_c.fit
59030.45735	0.04167	13.345	13.321	13.369	20.27174	V	m15_data/M15-3_20200630_105835_d188_Nickel_V_c.fit
59030.456725	0.01389	13.316	13.296	13.336	19.79281	V	m15_data/M15-3_20200630_105741_d187_Nickel_V_c.fit
59026.461447	0.125	13.398	13.379	13.417	20.80157	V	m15_data/M15-3_20200626_110429_d160_Nickel_V_c.fit
59026.46	0.04167	13.37	13.351	13.389	20.12271	V	m15_data/M15-3_20200626_110224_d159_Nickel_V_c.fit
59026.458831	0.01389	13.368	13.347	13.389	19.37292	V	m15_data/M15-3_20200626_110043_d158_Nickel_V_c.fit
59022.401782	0.125	13.474	13.454	13.494	20.77238	V	m15_data/M15-3_20200622_093834_d139_Nickel_V_c.fit
59022.400046	0.04167	13.437	13.418	13.456	20.15082	V	m15_data/M15-3_20200622_093604_d138_Nickel_V_c.fit
59022.398819	0.01389	13.459	13.441	13.477	19.30762	V	m15_data/M15-3_20200622_093418_d137_Nickel_V_c.fit
59018.443229	0.125	13.395	13.376	13.414	20.55267	V	m15_data/M15-3_20200618_103815_d200_Nickel_V_c.fit
59018.442153	0.04167	13.385	13.366	13.404	19.95194	V	m15_data/M15-3_20200618_103642_d199_Nickel_V_c.fit
59018.441389	0.01389	13.349	13.328	13.37	19.18314	V	m15_data/M15-3_20200618_103536_d198_Nickel_V_c.fit
58994.479502	0.04167	12.646	12.628	12.664	20.66826	R	m15_data/M15-3_20200525_113029_d178_Nickel_R_c.fit
58994.476736	0.125	13.294	13.278	13.31	21.27681	V	m15_data/M15-3_20200525_112630_d177_Nickel_V_c.fit
58994.475069	0.04167	13.282	13.266	13.298	20.54041	V	m15_data/M15-3_20200525_112406_d176_Nickel_V_c.fit
58994.474306	0.01389	13.27	13.253	13.287	19.85485	V	m15_data/M15-3_20200525_112300_d175_Nickel_V_c.fit
58994.471597	0.125	14.279	14.256	14.302	21.39275	B	m15_data/M15-3_20200525_111906_d174_Nickel_B_c.fit
58994.470278	0.04167	14.286	14.265	14.307	20.64717	B	m15_data/M15-3_20200525_111712_d173_Nickel_B_c.fit
58994.469583	0.01389	14.274	14.248	14.3	19.56297	B	m15_data/M15-3_20200525_111612_d172_Nickel_B_c.fit
58990.494352	0.125	13.448	13.43	13.466	19.90446	V	m15_data/M15-3_20200521_115152_d205_Nickel_V_c.fit
58990.493275	0.04167	13.431	13.411	13.451	19.4797	V	m15_data/M15-3_20200521_115019_d204_Nickel_V_c.fit
58990.492639	0.01389	13.424	13.402	13.446	18.87229	V	m15_data/M15-3_20200521_114924_d203_Nickel_V_c.fit
58856.102153	0.04167	13.66	13.637	13.683	18.43389	V	m15_data/M15-3_20200108_022706_d138_Nickel_V_c.fit
58856.10147	0.01389	13.676	13.654	13.698	17.43314	V	m15_data/M15-3_20200108_022607_d137_Nickel_V_c.fit
58805.188588	0.125	13.41	13.391	13.429	20.41838	V	m15_data/M15-3_20191118_043134_d166_Nickel_V_c.fit
58805.187431	0.04167	13.395	13.377	13.413	19.78489	V	m15_data/M15-3_20191118_042954_d165_Nickel_V_c.fit
58805.186377	0.01389	13.403	13.382	13.424	19.0715	V	m15_data/M15-3_20191118_042823_d164_Nickel_V_c.fit
58805.097928	0.125	13.404	13.382	13.426	20.86731	V	m15_data/M15-3_20191118_022101_d138_Nickel_V_c.fit
58805.09669	0.04167	13.397	13.379	13.415	20.26345	V	m15_data/M15-3_20191118_021914_d137_Nickel_V_c.fit
58805.09581	0.01389	13.341	13.32	13.362	19.5651	V	m15_data/M15-3_20191118_021758_d136_Nickel_V_c.fit
58794.144201	0.125	13.347	13.325	13.369	20.49186	V	m15_data/M15-3_20191107_032739_d141_Nickel_V_c.fit
58794.143009	0.04167	13.309	13.29	13.328	19.83829	V	m15_data/M15-3_20191107_032556_d140_Nickel_V_c.fit
58794.142176	0.01389	13.273	13.256	13.29	19.38338	V	m15_data/M15-3_20191107_032444_d139_Nickel_V_c.fit
58792.13934	0.125	13.348	13.329	13.367	20.75108	V	m15_data/M15-3_20191105_032039_d153_Nickel_V_c.fit
58792.137894	0.04167	13.357	13.338	13.376	19.94257	V	m15_data/M15-3_20191105_031834_d152_Nickel_V_c.fit
58792.137164	0.01389	13.366	13.344	13.388	19.16177	V	m15_data/M15-3_20191105_031731_d151_Nickel_V_c.fit
58789.286123	0.125	13.4	13.377	13.423	20.40844	V	m15_data/M15-3_20191102_065201_d173_Nickel_V_c.fit
58789.284931	0.04167	13.393	13.371	13.415	19.80567	V	m15_data/M15-3_20191102_065018_d172_Nickel_V_c.fit
58789.284282	0.01389	13.341	13.321	13.361	19.13966	V	m15_data/M15-3_20191102_064922_d171_Nickel_V_c.fit
58789.189306	0.125	13.352	13.335	13.369	21.02581	V	m15_data/M15-3_20191102_043236_d153_Nickel_V_c.fit
58789.188079	0.04167	13.383	13.365	13.401	20.12138	V	m15_data/M15-3_20191102_043050_d152_Nickel_V_c.fit
58789.186678	0.01389	13.315	13.299	13.331	19.68069	V	m15_data/M15-3_20191102_042849_d151_Nickel_V_c.fit
58788.16772	0.125	13.447	13.429	13.465	20.5952	V	m15_data/M15-3_20191101_040131_d160_Nickel_V_c.fit
58788.166632	0.04167	13.438	13.421	13.455	19.91472	V	m15_data/M15-3_20191101_035957_d159_Nickel_V_c.fit
58788.166007	0.01389	13.448	13.431	13.465	19.2052	V	m15_data/M15-3_20191101_035903_d158_Nickel_V_c.fit
58779.252894	0.08333	13.434	13.418	13.45	20.20812	V	m15_data/M15-3_20191023_060410_d143_Nickel_V_c.fit
58779.251296	0.04167	13.437	13.422	13.452	19.78747	V	m15_data/M15-3_20191023_060152_d142_Nickel_V_c.fit
58779.250451	0.01389	13.431	13.413	13.449	19.01341	V	m15_data/M15-3_20191023_060039_d141_Nickel_V_c.fit
58775.267731	0.125	13.405	13.39	13.42	20.19722	V	m15_data/M15-3_20191019_062532_d148_Nickel_V_c.fit
58775.26625	0.04167	13.374	13.357	13.391	19.80172	V	m15_data/M15-3_20191019_062324_d147_Nickel_V_c.fit
58775.263218	0.01389	13.392	13.375	13.409	18.84121	V	m15_data/M15-3_20191019_061902_d146_Nickel_V_c.fit
58769.350845	0.125	13.353	13.332	13.374	19.45082	V	m15_data/M15-3_20191013_082513_d309_Nickel_V_c.fit
58769.348634	0.04167	13.296	13.28	13.312	19.07136	V	m15_data/M15-3_20191013_082202_d308_Nickel_V_c.fit
58769.347894	0.01389	13.26	13.242	13.278	18.50134	V	m15_data/M15-3_20191013_082058_d307_Nickel_V_c.fit
58768.312442	0.125	13.41	13.387	13.433	19.64247	V	m15_data/M15-3_20191012_072955_d184_Nickel_V_c.fit
58768.311019	0.04167	13.417	13.396	13.438	19.06512	V	m15_data/M15-3_20191012_072752_d183_Nickel_V_c.fit
58768.310255	0.01389	13.381	13.36	13.402	18.46737	V	m15_data/M15-3_20191012_072646_d182_Nickel_V_c.fit
58763.225799	0.125	13.335	13.314	13.356	17.05808	V	m15_data/M15-3_20191007_052509_d145_Nickel_V_c.fit
58763.222731	0.04167	13.443	13.386	13.5	15.6648	V	m15_data/M15-3_20191007_052044_d144_Nickel_V_c.fit
58763.221968	0.01389	13.429	13.405	13.453	18.00693	V	m15_data/M15-3_20191007_051938_d143_Nickel_V_c.fit
58759.220556	0.125	13.391	13.371	13.411	20.75044	V	m15_data/M15-3_20191003_051736_d145_Nickel_V_c.fit
58759.219468	0.04167	13.395	13.377	13.413	20.15551	V	m15_data/M15-3_20191003_051602_d144_Nickel_V_c.fit
58759.21875	0.01389	13.319	13.299	13.339	19.45367	V	m15_data/M15-3_20191003_051500_d143_Nickel_V_c.fit
58751.220509	0.125	13.345	13.326	13.364	21.11832	V	m15_data/M15-3_20190925_051732_d153_Nickel_V_c.fit
58751.21941	0.04167	13.351	13.333	13.369	20.4686	V	m15_data/M15-3_20190925_051557_d152_Nickel_V_c.fit
58751.218623	0.01389	13.366	13.347	13.385	19.6042	V	m15_data/M15-3_20190925_051449_d151_Nickel_V_c.fit
58746.383611	0.125	13.552	13.533	13.571	19.28133	V	m15_data/M15-3_20190920_091224_d136_Nickel_V_c.fit
58746.382604	0.04167	13.531	13.512	13.55	18.16266	V	m15_data/M15-3_20190920_091057_d135_Nickel_V_c.fit
58746.382153	0.01389	13.44	13.421	13.459	17.11547	V	m15_data/M15-3_20190920_091018_d134_Nickel_V_c.fit
58738.259109	0.125	13.43	13.411	13.449	19.94438	V	m15_data/M15-3_20190912_061307_d165_Nickel_V_c.fit
58738.257986	0.04167	13.378	13.36	13.396	19.42759	V	m15_data/M15-3_20190912_061130_d164_Nickel_V_c.fit
58738.256007	0.01389	13.459	13.439	13.479	18.67575	V	m15_data/M15-3_20190912_060839_d163_Nickel_V_c.fit
58735.30581	0.125	13.514	13.498	13.53	19.93963	V	m15_data/M15-3_20190909_072022_d161_Nickel_V_c.fit
58735.304722	0.04167	13.483	13.466	13.5	19.29306	V	m15_data/M15-3_20190909_071848_d160_Nickel_V_c.fit
58735.304051	0.01389	13.442	13.425	13.459	18.71903	V	m15_data/M15-3_20190909_071750_d159_Nickel_V_c.fit
58731.370938	0.125	13.347	13.329	13.365	20.99291	V	m15_data/M15-3_20190905_085409_d193_Nickel_V_c.fit
58731.36985	0.04167	13.356	13.338	13.374	20.37556	V	m15_data/M15-3_20190905_085235_d192_Nickel_V_c.fit
58731.369167	0.01389	13.33	13.31	13.35	19.70213	V	m15_data/M15-3_20190905_085136_d191_Nickel_V_c.fit
58731.183519	0.01389	13.364	13.348	13.38	19.58912	V	m15_data/M15-3_20190905_042416_d134_Nickel_V_c.fit
58731.181806	0.04167	13.379	13.361	13.397	20.23719	V	m15_data/M15-3_20190905_042148_d133_Nickel_V_c.fit
58731.179213	0.125	13.36	13.342	13.378	21.00578	V	m15_data/M15-3_20190905_041804_d132_Nickel_V_c.fit
58728.190336	0.08333	14.17	14.04	14.3	20.71734	V	m15_data/M15-3_20190902_043405_d161_Nickel_V_c.fit
58728.189259	0.04167	13.723	13.641	13.805	20.159	V	m15_data/M15-3_20190902_043232_d160_Nickel_V_c.fit
58728.188079	0.01389	13.872	13.795	13.949	19.30881	V	m15_data/M15-3_20190902_043050_d159_Nickel_V_c.fit
58724.250938	0.125	13.435	13.42	13.45	20.61876	V	m15_data/M15-3_20190829_060121_d162_Nickel_V_c.fit
58724.249861	0.04167	13.44	13.423	13.457	19.9677	V	m15_data/M15-3_20190829_055948_d161_Nickel_V_c.fit
58724.249236	0.01389	13.412	13.395	13.429	19.30802	V	m15_data/M15-3_20190829_055854_d160_Nickel_V_c.fit
58721.312535	0.125	13.412	13.393	13.431	20.83609	V	m15_data/M15-3_20190826_073003_d155_Nickel_V_c.fit
58721.310417	0.04167	13.385	13.365	13.405	20.25626	V	m15_data/M15-3_20190826_072700_d154_Nickel_V_c.fit
58721.309653	0.01389	13.356	13.334	13.378	19.53456	V	m15_data/M15-3_20190826_072554_d153_Nickel_V_c.fit
58713.33816	0.04167	13.568	13.549	13.587	19.31304	V	m15_data/M15-3_20190818_080657_d157_Nickel_V_c.fit
58713.335475	0.125	13.568	13.55	13.586	19.81673	V	m15_data/M15-3_20190818_080305_d156_Nickel_V_c.fit
58713.3189	0.01389	13.96	13.878	14.042	17.95588	V	m15_data/M15-3_20190818_073913_d155_Nickel_V_c.fit
58713.317604	0.01389	13.47	13.452	13.488	18.662	V	m15_data/M15-3_20190818_073721_d154_Nickel_V_c.fit
58708.300914	0.125	13.483	13.467	13.499	19.83597	V	m15_data/M15-3_20190813_071319_d166_Nickel_V_c.fit
