;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59058.472697	0.125	16.019	16.009	16.029	20.55946	V	m15_data/M15-3_20200728_112041_d231_Nickel_V_c.fit
59058.47162	0.04167	15.964	15.95	15.978	20.09788	V	m15_data/M15-3_20200728_111908_d230_Nickel_V_c.fit
59058.470567	0.01389	15.994	15.976	16.012	19.178	V	m15_data/M15-3_20200728_111737_d229_Nickel_V_c.fit
59058.440949	0.125	15.879	15.87	15.888	21.10267	V	m15_data/M15-3_20200728_103458_d211_Nickel_V_c.fit
59058.439861	0.04167	15.867	15.857	15.877	20.39103	V	m15_data/M15-3_20200728_103324_d210_Nickel_V_c.fit
59058.439248	0.01389	15.89	15.877	15.903	19.84196	V	m15_data/M15-3_20200728_103231_d209_Nickel_V_c.fit
59058.403495	0.125	15.818	15.81	15.826	21.09777	V	m15_data/M15-3_20200728_094102_d195_Nickel_V_c.fit
59058.402361	0.04167	15.812	15.802	15.822	20.23794	V	m15_data/M15-3_20200728_093924_d194_Nickel_V_c.fit
59058.401586	0.01389	15.82	15.807	15.833	19.40902	V	m15_data/M15-3_20200728_093817_d193_Nickel_V_c.fit
59058.369572	0.125	15.745	15.737	15.753	21.33054	V	m15_data/M15-3_20200728_085211_d179_Nickel_V_c.fit
59058.368438	0.04167	15.742	15.732	15.752	20.66667	V	m15_data/M15-3_20200728_085033_d178_Nickel_V_c.fit
59058.36772	0.01389	15.721	15.706	15.736	19.98488	V	m15_data/M15-3_20200728_084931_d177_Nickel_V_c.fit
59058.350093	0.125	15.703	15.696	15.71	21.232	V	m15_data/M15-3_20200728_082408_d167_Nickel_V_c.fit
59058.348912	0.04167	15.691	15.682	15.7	20.54425	V	m15_data/M15-3_20200728_082226_d166_Nickel_V_c.fit
59058.348218	0.01389	15.701	15.688	15.714	19.81756	V	m15_data/M15-3_20200728_082126_d165_Nickel_V_c.fit
59058.331053	0.125	15.65	15.643	15.657	20.95772	V	m15_data/M15-3_20200728_075643_d155_Nickel_V_c.fit
