id,M15_1_Ndata,M15_1_amplitude,M15_1_chi2/N,M15_1_data_avg_err,M15_1_dec,M15_1_dist,M15_1_fname,M15_1_period,M15_1_period_err,M15_1_ra,M15_2_Ndata,M15_2_amplitude,M15_2_chi2/N,M15_2_data_avg_err,M15_2_dec,M15_2_dist,M15_2_fname,M15_2_period,M15_2_period_err,M15_2_ra,M15_3_Ndata,M15_3_amplitude,M15_3_chi2/N,M15_3_data_avg_err,M15_3_dec,M15_3_dist,M15_3_fname,M15_3_period,M15_3_period_err,M15_3_ra,M15_4_Ndata,M15_4_amplitude,M15_4_chi2/N,M15_4_data_avg_err,M15_4_dec,M15_4_dist,M15_4_fname,M15_4_period,M15_4_period_err,M15_4_ra,period,period_err,amplitude,N_data,chi2/N,data_mag_mean_err,dist_to_GCVS_deg,field,pick_method,H&M_id,ra,dec,p_corwin,p_silbermann,p_ferro,p_siegel,priors_mag_upper,priors_mag_lower,priors_period_guess,p1,p2,p_bailey,p_wemple,p_filippenko,p_hogg,confidences,err_cut,periors_mag_lower,mean_mag,type,pf,A1,Af
V041,141.0,0.4799797766022831,0.11505870508489607,0.017851190476190496,12.152148,0.3991757669404421,066.dat,0.3917615152504838,2.4666077911576407e-06,322.51070739999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3917615152504838,2.4666077911576407e-06,0.5229999999999984,141.0,0.11505870508489607,0.017851190476190496,0.3991757669404421,M15_1,Ndata,M15_1_066,322.51070739999994,12.152148,0.382177,,0.392177,0.3917472,,,,0.3917615152504838,,,,0.39176700000000003,0.391767,1.0,,,15.883191082802545,RRc,0.5240106954934917,0.5483661234109842,0.21380613679739646
V042,161.0,0.6139501882233471,0.9090169435968299,0.013544378698224807,12.1575165,0.8338710653497731,082.dat,0.5638047630764271,1.5623985014580265e-07,322.5575345000001,,,,,,,,,,,125.0,0.5544669058080682,0.3696462876689055,0.015946969696969782,12.157554,0.4875194349011057,062.dat,0.5628392024423735,3.275069159158185e-06,322.5572254,,,,,,,,,,,0.3601888506653642,5.211461188559434e-08,0.6120000000000005,161.0,0.9090169435968299,0.013544378698224807,0.8338710653497731,M15_1,Ndata,M15_1_082,322.5575345000001,12.1575165,,0.360166,0.360166,0.3601973,,,,0.3601888506653642,0.5704034884622218,0.360167,,0.360181,0.360166,1.0,0.013544378698224807,,15.90786206896552,RRc,0.4907896100301098,0.6480050246172802,0.10624241530048373
V043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3959861,,,,,,0.406744,,0.396013,0.396013,1.0,,,,,,,
V044,137.0,0.6925822201948257,0.8571088047262401,0.015452054794520538,12.1684501,0.5655062537564076,074.dat,0.595670338610698,3.024503296067543e-07,322.5185059,,,,,,,,,,,145.0,0.6781180255575006,0.6786446028513916,0.01557861635220126,12.1684695,0.4903403936665021,082.dat,0.5956696485994858,4.772550046278311e-06,322.518517,,,,,,,,,,,0.5956696485994858,4.772550046278311e-06,0.9410000000000012,145.0,0.6786446028513916,0.01557861635220126,0.4903403936665021,M15_3,Ndata,M15_3_082,322.518517,12.1684695,0.5945,0.59558,0.59558,0.5959346,,,,0.4325351404508108,,0.595568,,0.595568,0.59558,1.0,,,15.774893333333335,RRab,0.5956696485994858,0.5408086149352052,0.9332002040939322
V045,134.0,0.9657851259473508,0.44846242974971995,0.01887647058823533,12.158783300000001,0.165546159611679,068.dat,0.6774041499815369,1.8587794867725311e-06,322.5116255,,,,,,,,,,,122.0,0.921863591438168,0.3121973880163954,0.024287878787878824,12.158754,0.2414085408468799,067.dat,0.6774590052313274,2.0679680717068101e-07,322.5116228,,,,,,,,,,,0.6774041499815369,1.8587794867725311e-06,1.1830000000000005,134.0,0.44846242974971995,0.01887647058823533,0.165546159611679,M15_1,Ndata,M15_1_068,322.5116255,12.158783300000001,0.677399,,0.677399,0.6775171,,,,0.5056900765131636,,0.6621,,,0.6773992,1.0,,,15.68928662420382,RRab,0.6774041499815369,0.4875284075832571,1.2281416480547254
V046,48.0,1.310209307539152,0.1954239313867988,0.028217391304347725,12.1763735,0.6955544193206843,060.dat,0.7275621083865677,2.3930330383234677e-07,322.5089756,,,,,,,,,,,147.0,1.0117656369128891,0.547306180700358,0.028729559748427693,12.1764166,0.5548651214654663,043.dat,0.6914438100769752,3.6356288285515166e-06,322.5089923999999,,,,,,,,,,,0.6914438100769752,3.6356288285515166e-06,1.0839999999999983,147.0,0.547306180700358,0.028729559748427693,0.5548651214654663,M15_3,Ndata,M15_3_043,322.5089923999999,12.1764166,0.691466,,0.6915,,,,,0.5018317813336887,,0.6927300000000001,,,0.691484,1.0,,,15.839439999999998,RRab,0.6914438100769752,0.838646045259912,1.1875379346413784
V047,145.0,0.7893619174214201,0.2463254637599643,0.0240617283950617,12.1663775,0.7808902586335532,043.dat,0.6875475088784069,1.3720924794350464e-06,322.5052066,,,,,,,,,,,136.0,0.8251903286250409,0.1999314978808193,0.021354838709677457,12.166393800000002,0.7430006643267799,038.dat,0.6875285570339397,1.7259708618297994e-07,322.5052022,,,,,,,,,,,0.6875475088784069,1.3720924794350464e-06,1.1209999999999989,145.0,0.2463254637599643,0.0240617283950617,0.7808902586335532,M15_1,Ndata,M15_1_043,322.5052066,12.1663775,0.6875,,,0.6874813,,,,0.5132251530863932,,0.6629,,,0.602799,1.0,,,15.68799342105263,RRab,0.6875475088784069,0.4324234699429432,1.059513001216521
V048,,,,,,,,,,,,,,,,,,,,,123.0,0.7250163362784328,0.6377231497790153,0.030515723270440293,12.2091976,0.38882977789799095,048.dat,0.26717292966776923,5.968010809554166e-08,322.5093367,,,,,,,,,,,0.3649720722503321,7.199108857330524e-08,0.8119999999999998,123.0,0.6377231497790153,0.030515723270440293,0.38882977789799095,M15_3,Ndata,M15_3_048,322.5093367,12.2091976,0.3646,,,0.3649691,,,,0.3649720722503321,0.5222274745150247,0.37888099999999997,,0.364971,0.364971,1.0,,,15.81104794520548,RRc,0.4984690773789524,0.8696912479260082,0.7101008429459341
V049,,,,,,,,,,,,,,,,,,,,,130.0,0.6720747522707261,0.12592744463027508,0.02200628930817607,12.213643300000001,0.39618261910255415,035.dat,0.6551868069443167,4.33274459314594e-06,322.5037753000001,,,,,,,,,,,0.6551868069443167,4.33274459314594e-06,0.640000000000001,130.0,0.12592744463027508,0.02200628930817607,0.39618261910255415,M15_3,Ndata,M15_3_035,322.5037753000001,12.213643300000001,0.65518,0.65518,,0.6552283,,,,0.4768462512946256,,0.417972,,0.655201,0.65518,1.0,,,15.241684931506851,RRab,0.6551868069443167,0.2695743658216667,0.6103751682350822
V050,,,,,,,,,,,,,,,,,,,,,143.0,0.6243078855525237,0.5854879375525973,0.01707547169811322,12.1953668,0.6514115449939316,077.dat,0.22947654182572225,1.2133219154326324e-07,322.5391247,,,,,,,,,,,0.2980606265019464,4.563282157288467e-08,0.6599999999999988,143.0,0.5854879375525973,0.01707547169811322,0.6514115449939316,M15_3,Ndata,M15_3_077,322.5391247,12.1953668,0.29806,0.29806,,0.2980822,15.6,,,0.2980606265019464,,0.2985,,0.298058,0.29806,1.0,,,15.912513513513515,RRc,0.4126569407618175,0.7019370154052673,0.5969736802299312
V051,,,,,,,,,,,,,,,,,,,,,144.0,0.5299883743196876,0.4863283314615807,0.01660897435897431,12.1928058,0.4281008704495767,089.dat,0.5678970556765572,7.87979934031584e-07,322.4942151,99.0,0.5220176059545452,0.3167626569765009,0.017093457943925198,12.1927874,0.4676497899248465,028.dat,0.5679044060944706,3.288055531905021e-07,322.4942008,0.3969623193956802,1.2981590524816866e-07,0.5039999999999982,144.0,0.4863283314615807,0.01660897435897431,0.4281008704495767,M15_3,Ndata,M15_3_089,322.4942151,12.1928058,0.396935,0.396935,,,,,,0.3969623193956802,,0.397757,,0.396971,0.396935,1.0,,,15.928121621621619,RRc,0.5346779215665535,0.5225474636594711,0.2529329562377818
V052,130.0,1.0667098389013514,0.16794871782982496,0.011664705882352924,12.1616056,0.5772287791153432,048.dat,0.5756413272481604,2.8685517391653814e-06,322.5473041,,,,,,,,,,,146.0,1.0904154300241051,0.17823436501100487,0.01674509803921578,12.161606800000001,0.540138316673949,036.dat,0.5756541237051451,3.579252475772655e-06,322.5473186000001,,,,,,,,,,,0.5756541237051451,3.579252475772655e-06,0.9989999999999992,146.0,0.17823436501100487,0.01674509803921578,0.540138316673949,M15_3,Ndata,M15_3_036,322.5473186000001,12.161606800000001,,0.5756399999999999,0.5756399999999999,0.5756439999999999,,,,0.42172431390024506,,0.575608,,0.575641,0.5756399999999999,1.0,,,15.968292517006802,RRab,0.5756541237051451,0.2967146759584516,1.1147261011159149
V053,,,,,,,,,,,153.0,0.4357266657604324,0.3977977018946595,0.015006097560975625,12.1365364,0.3422461535868233,059.dat,0.7067205865851822,3.908030563265807e-07,322.46670710000006,,,,,,,,,,,,,,,,,,,,,0.4141095983846978,9.268766542117136e-08,0.5249999999999989,153.0,0.3977977018946595,0.015006097560975625,0.3422461535868233,M15_2,Ndata,M15_2_059,322.46670710000006,12.1365364,0.416,0.414108,0.55377,0.4141384,,,,0.4141095983846978,0.5553583753371057,0.41413500000000003,,0.414149,0.414108,1.0,,,15.793165605095544,RRd,0.5553595699157196,0.4969155698276566,0.35526586949732675
V054,,,,,,,,,,,,,,,,,,,,,150.0,0.4765704213746425,0.0720946889463446,0.018391025641025675,12.191885699999998,0.3765235868135062,069.dat,0.3995723670801468,6.141522986440021e-08,322.4956198000001,99.0,0.478478008445876,0.09398304716651547,0.016049504950495036,12.191873199999998,0.4694240992002998,004.dat,0.3995780176184033,1.441425723839382e-07,322.4955966,0.3995723670801468,6.141522986440021e-08,0.5820000000000012,150.0,0.0720946889463446,0.018391025641025675,0.3765235868135062,M15_3,Ndata,M15_3_069,322.4956198000001,12.191885699999998,0.399568,0.399542,,0.3995029000000001,,,,0.3995723670801468,,0.398325,,0.399568,0.399542,1.0,,,15.953223684210528,RRd,0.5344557425407415,0.5999220420605731,0.20423597257021875
V055,134.0,0.5481237501644678,0.1950479605756905,0.01874117647058823,12.162238199999999,0.4504244361485346,052.dat,1.4970995748938891,1.1176022970271305e-06,322.5113752,,,,,,,,,,,132.0,0.5943612111474508,0.3563347553628672,0.02388666666666664,12.162245500000001,0.4912546789460223,047.dat,0.7486572744694671,5.412988175453142e-06,322.5113515,,,,,,,,,,,0.7486717883144614,3.9305689536526254e-07,0.8319999999999994,134.0,0.1950479605756905,0.01874117647058823,0.4504244361485346,M15_1,chi2/N,M15_1_052,322.5113752,12.162238199999999,0.7486,,0.748596,0.7485715999999999,,,,0.5443005794849193,,0.719615,,0.748596,0.748596,1.0,,,15.868210884353742,RRab,0.7486717883144614,0.5344560188699319,0.8849659720116385
V056,118.0,1.0584774549550369,0.3811671245083931,0.03763398692810453,12.1676212,0.4270956392384097,064.dat,0.5702605925386283,1.6708790573065374e-07,322.5088947,,,,,,,,,,,120.0,0.9280436235818534,0.3559863457271593,0.03615483870967754,12.1676113,0.4368493363038595,068.dat,0.5701702919902228,1.2462395768350106e-05,322.508908,,,,,,,,,,,0.5702605925386283,1.6708790573065374e-07,0.969,118.0,0.3811671245083931,0.03763398692810453,0.4270956392384097,M15_1,period_err,M15_1_064,322.5088947,12.1676212,0.5703,,0.5704,0.5703183000000001,,,,0.4212670161790927,,0.570307,,,0.570353,1.0,,,15.747111888111892,RRab,0.5702605925386283,0.6137134827628703,0.95551347055628
V057,131.0,0.6723167029121626,0.4833314298008959,0.020488235294117682,12.1521937,0.7062025860712839,050.dat,0.5375285123014214,1.4839701925548472e-07,322.5140687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3492771481229362,5.643657737396876e-08,0.7130000000000014,131.0,0.4833314298008959,0.020488235294117682,0.7062025860712839,M15_1,Ndata,M15_1_050,322.5140687,12.1521937,0.3496,,0.537481,0.3492579,,16.2,,0.3492771481229362,,0.348935,,,0.34961440000000005,1.0,,,15.74217880794702,RRc,0.4637517407970873,0.7129640911437907,0.3302772105728593
V058,45.0,0.3145579438618213,0.02835817022758976,0.015114754098360682,12.1711222,4.967869213043132,036.dat,0.8275820303100238,1.0937407989361878e-06,322.4771912,127.0,0.651588880708676,0.8560428013569044,0.026686131386861312,12.1696932,0.34217713982282044,032.dat,0.6884726522979139,1.2545851225295765e-06,322.4769637,,,,,,,,,,,110.0,0.7572281204721669,0.7510911407330825,0.02400819672131139,12.169681,0.6340382236101502,042.dat,0.6884960413898811,2.574539090210553e-07,322.4768759,0.4072854491631129,9.097133757283515e-08,0.7939999999999992,127.0,0.8560428013569044,0.026686131386861312,0.34217713982282044,M15_2,Ndata,M15_2_032,322.4769637,12.1696932,0.4068,,0.545909,0.4071922,,,,0.4072854491631129,0.545796247222935,0.42046300000000003,,0.407248,0.407248,1.0,,,16.064348484848484,RRd,0.5458009518390267,0.7354208301968796,0.6940634429281225
V059,53.0,0.27789366695596485,0.015897802852111214,0.011136363636363628,12.1769294,8.418324666810392,024.dat,0.5582397278637508,8.286747092158823e-07,322.50395519999995,,,,,,,,,,,,,,,12.179179099999999,,080.dat,,,322.5042621,,,,,,,,,,,0.4318899125221463,1.1244121305502482e-07,0.04300000000000154,53.0,0.015897802852111214,0.011136363636363628,8.418324666810392,M15_1,Ndata,M15_1_024,322.50395519999995,12.1769294,0.5546,,0.554792,,,13.96,,0.4318899125221463,,0.56526,,,0.5547922,0.0,,,13.904603773584904,??,0.5811816862193079,0.09051629145592877,0.10752290187220304
V060,110.0,1.5792031563285498,1.9418526322073761,0.0386339869281046,12.151015899999999,0.7502129579620176,065.dat,0.8550650047132191,2.0395519367042466e-05,322.50798829999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7186895534466506,3.553615829022333e-07,0.6429999999999993,110.0,1.9418526322073761,0.0386339869281046,0.7502129579620176,M15_1,Ndata,M15_1_065,322.50798829999997,12.151015899999999,0.7146,,0.73124,,15.1,,,0.5282173185258339,,0.691852,,,,1.0,,,15.634533333333335,RRab,0.7186895534466506,0.5139912831303963,0.6386961905930839
V061,,,,,,,,,,,84.0,1.92519635902716,5.094050837569167,0.047088495575221316,12.1557869,0.4759791676718823,051.dat,0.24552615579901976,3.408326672992024e-08,322.4737214,,,,,,,,,,,47.0,1.6011698801733054,0.08685549751547945,0.03398591549295772,12.158530599999999,9.864158029747593,059.dat,0.7609290318612422,2.5998455114070485e-07,322.4744653,0.3996885322312723,9.899030196677409e-08,0.4760000000000014,84.0,5.094050837569167,0.047088495575221316,0.4759791676718823,M15_2,Ndata,M15_2_051,322.4737214,12.1557869,0.3995,,0.527788,0.399626,15.5,16.05,,0.3996885322312723,,0.6103,,,0.4001,1.0,0.06008518635929521,,15.765230769230769,RRc,0.5485907336642726,0.5567444133503141,0.26191757672349425
V062,,,,,,,,,,,49.0,1.3352311544029758,0.3193188585038961,0.031738461538461424,12.177940699999999,0.6654436018836251,021.dat,0.30391278517159936,5.362426111441284e-08,322.4723935,,,,,,,,,,,89.0,2.4876273916642866,0.7033873574971442,0.03536666666666656,12.1780074,0.4459770959434061,047.dat,0.6059198069536024,5.658837280909826e-07,322.47242489999996,0.3773187891501306,1.1951893122744295e-07,0.4630000000000015,89.0,0.7033873574971442,0.03536666666666656,0.4459770959434061,M15_4,Ndata,M15_4_047,322.47242489999996,12.1780074,0.3773,,0.5084324,0.3772887,15.5,16.1,,0.3773187891501306,,0.38818,,,0.377318,0.0,0.044579414477294035,,15.743527027027024,??,0.5005535590417702,0.5547205195960014,0.5025437672551885
V063,49.0,2.597340063432103,0.031659627930585216,0.027266666666666668,12.1768597,2.4953403943765617,078.dat,0.4222344831006051,8.963136966550516e-08,322.506638,,,,,,,,,,,93.0,1.3207951061080705,2.5992959854796607,0.04268750000000002,12.17597,0.9627683449655544,072.dat,0.3107816184252691,5.3194747625812935e-06,322.5064396,,,,,,,,,,,0.6468914265984483,1.3766704101654825e-07,0.8019999999999983,93.0,2.5992959854796607,0.04268750000000002,0.9627683449655544,M15_3,Ndata,M15_3_072,322.5064396,12.17597,0.6469,,0.6583319999999999,,15.2,,,0.4763584935148506,,0.6737,,,,1.0,,,15.727415384615385,RRab,0.6468914265984483,0.33052346199263205,0.6309691117054612
V064,50.0,0.822449060880297,0.15063618451989189,0.02117910447761193,12.172800099999998,0.7399428781572842,067.dat,0.4230049300309598,7.826500939785057e-08,322.4795425,97.0,0.539809000718467,0.08827969468569155,0.020529411764705848,12.172835899999999,0.6507368414936262,004.dat,0.3642445405843408,9.141744263682376e-06,322.4795651,54.0,0.6412021492906028,0.07512888770811978,0.019825396825396847,12.1728072,0.8179779627715933,079.dat,0.36424924598855546,9.28725185142445e-08,322.4795191,106.0,0.6004753719013111,0.16701549016808895,0.022034482758620667,12.1728075,1.0047850174937836,022.dat,0.3642494036212189,1.1698352281779807e-07,322.4794657,0.3642494036212189,1.1698352281779807e-07,0.7539999999999982,106.0,0.16701549016808895,0.022034482758620667,1.0047850174937836,M15_4,Ndata,M15_4_022,322.4794657,12.1728075,0.3642,,0.3642,0.3642009,,,,0.3642494036212189,,0.351695,,,0.364191,1.0,,,15.9399375,RRc,0.485337801860464,0.6352716231179247,0.376821648326926
V065,,,,,,,,,,,124.0,0.5761880615274055,0.09288635859034412,0.017646341463414608,12.1565677,0.3588336591963747,061.dat,0.7181994895222075,4.529037901492469e-06,322.4637203000001,,,,,,,,,,,58.0,0.18605830317243388,0.031982815502802533,0.03583582089552228,12.157638699999998,6.195902417302432,012.dat,0.9915578352197424,8.025541819275249e-07,322.4652247,0.7181994895222075,4.529037901492469e-06,0.629,124.0,0.09288635859034412,0.017646341463414608,0.3588336591963747,M15_2,Ndata,M15_2_061,322.4637203000001,12.1565677,0.7182,0.7181960000000001,0.7181960000000001,0.7181118000000001,,,,0.5374780135887267,,0.75648,,0.718169,0.7181960000000001,1.0,,,15.798835616438355,RRab,0.7181994895222075,0.19542719064936875,0.6523545351702822
V066,,,,,,,,,,,139.0,0.4257691160483468,0.3307815375910582,0.015585365853658509,12.136187699999999,0.20743853496540776,014.dat,0.6122251665868715,3.524458820379419e-06,322.4734528,,,,,,,,,,,,,,,,,,,,,0.3793430540529156,3.7477302198751386e-08,0.4430000000000001,139.0,0.3307815375910582,0.015585365853658509,0.20743853496540776,M15_2,Ndata,M15_2_014,322.4734528,12.136187699999999,0.37935,0.37935,0.37935,0.3793565,,,,0.3793430540529156,0.545796247222935,0.37933,,0.37934,0.37935,1.0,,,15.931287581699348,RRc,0.5080039712563506,0.4783456011568923,0.14604289211207444
V067,,,,,,,,,,,143.0,0.4823915092898314,0.9683404631959248,0.01495000000000001,12.164436199999999,0.4416240228569901,018.dat,0.4535787316779351,9.227594498446351e-08,322.4681665,,,,,,,,,,,105.0,0.4556571990457368,0.8014327473206915,0.017293103448275903,12.1644234,0.6751820779391036,024.dat,0.4046052427099732,1.1331823270687315e-07,322.4680906000001,0.4046100738933105,1.1795784452437447e-07,0.7050000000000005,143.0,0.9683404631959248,0.01495000000000001,0.4416240228569901,M15_2,Ndata,M15_2_018,322.4681665,12.164436199999999,0.4064,0.404627,,0.3674503,,,,0.4046100738933105,,,,0.404613,0.404627,1.0,,,15.971033333333338,RRd,0.5424226360335417,0.6242230794556356,0.4934015405459586
V068,60.0,0.4638988631133145,0.20754897503615125,0.030763440860215038,12.1689885,8.07335920358981,051.dat,0.2921398732411447,6.710536611364811e-08,322.4824456,82.0,0.4002459110456389,0.32605818765337763,0.048322834645669284,12.170302699999999,3.1894929182391807,026.dat,0.2315980765991572,3.753869894205843e-08,322.4830242,77.0,0.5575061489391793,0.3635034171733534,0.04492079207920783,12.170257300000001,3.286437274395664,044.dat,0.9062407340120346,7.310355224792435e-06,322.4830255,,,,,12.170273199999999,,031.dat,,,322.4829893000001,0.3874386072635197,4.076036626825372e-08,0.2649999999999993,82.0,0.32605818765337763,0.048322834645669284,3.1894929182391807,M15_2,Ndata,M15_2_026,322.4830242,12.170302699999999,0.3771,,,,15.65,,,0.3874386072635197,0.5185214707855137,,,,,0.0,0.05972042416319855,,15.795304347826086,??,0.5185214714126023,0.3847730896058259,0.3175087271309476
V069,81.0,0.4767226649989773,0.09346298547339453,0.042760683760683794,12.1609104,2.8226507932150904,042.dat,0.8215415551115213,2.9321578699170426e-07,322.4828905,124.0,0.3896700574732872,0.07409755270660319,0.04585093167701864,12.1606558,1.6031007997737463,060.dat,0.429975696159584,1.1432715372229086e-07,322.48217589999996,64.0,0.2362205482688715,0.08995472405365999,0.04524418604651165,12.1605433,1.2869699551491631,034.dat,0.2761510452633439,5.779048094755075e-08,322.48217180000006,75.0,0.3932680486440674,0.048687872236358835,0.043857142857142886,12.1605612,1.4921076638140025,005.dat,0.5692710102989382,2.202107864621244e-07,322.48210730000005,0.5867729550958953,2.986611007177557e-07,0.34500000000000114,124.0,0.07409755270660319,0.04585093167701864,1.6031007997737463,M15_2,Ndata,M15_2_060,322.48217589999996,12.1606558,0.5868,,,0.5869104,14.59,,,0.429034076920826,0.5185214707855137,,,,,1.0,0.05536731909907967,,14.88776811594203,RRab,0.5867729550958953,0.2597691647941325,0.3752463754525213
V070,,,,,,,,,,,128.0,1.446804880913472,0.9160026533752814,0.04152597402597406,12.1619589,0.4059460172772147,037.dat,0.5720013435943236,1.9911928474078926e-07,322.483117,,,,,12.1619548,,056.dat,,,322.4830833000001,85.0,4.030629541434241,0.6526395011114473,0.05247916666666667,12.1619275,0.7124421813700265,040.dat,0.3675955548951925,5.6604233939677355e-08,322.4830338,0.3675825989001049,7.375526546579527e-08,0.601999999999999,128.0,0.9160026533752814,0.04152597402597406,0.4059460172772147,M15_2,Ndata,M15_2_037,322.483117,12.1619589,0.3676,,,0.3676001,15.63,,,0.3675825989001049,0.3834984863853377,,,,,1.0,0.04152597402597406,,15.897688888888887,RRc,0.5026978836698354,0.7523012900901129,0.5228221867095719
V071,80.0,0.29266241153606565,0.11243858226552103,0.022784482758620658,12.1630473,3.235730518688705,033.dat,1.518734770506203,1.4316632707131975e-06,322.4826355,100.0,0.3138662975040241,0.2419938055081207,0.021368749999999992,12.1630871,3.0016434699005354,043.dat,0.6202225819738533,1.239192889583235e-06,322.4827243000001,63.0,0.3751332763012325,0.09350182084820452,0.02143877551020411,12.163037800000001,3.2225202567415567,025.dat,0.3869878262434006,9.200797569673555e-08,322.48267460000005,71.0,0.4663706156509235,0.1689141105741571,0.019451923076923058,12.163044300000001,3.2516700380616386,048.dat,0.7608561362421954,3.972694393412038e-07,322.4826308000001,0.1057744164086548,8.466281474259544e-09,0.14099999999999874,100.0,0.2419938055081207,0.021368749999999992,3.0016434699005354,M15_2,Ndata,M15_2_043,322.4827243000001,12.1630871,0.3737,,,0.3741176,,14.6,,0.1057744164086548,,,,,,0.0,0.024562798114755764,,14.491616438356164,??,0.1413869373400861,0.2120409554533591,0.2110663047136061
V072,,,,,,,,,,,,,,,12.1769999,,045.dat,,,322.4923358,123.0,0.3439808540270057,0.2997328447803976,0.03668750000000007,12.1769163,0.7877497345015954,050.dat,0.6862833854221372,2.815815601560336e-07,322.4922515,85.0,0.5762592680510696,0.3047739232966996,0.03689795918367353,12.1769012,0.9343749336835632,043.dat,0.4178064319732096,1.268562454889677e-07,322.4922128,0.6862833854221372,2.815815601560336e-07,0.7580000000000013,123.0,0.2997328447803976,0.03668750000000007,0.7877497345015954,M15_3,Ndata,M15_3_050,322.4922515,12.1769163,,,,,,,,0.5043756577525039,,,,,1.1386,1.0,,,15.767909090909088,RRab,0.6862833854221372,0.6553676233625296,0.7736815266714494
V073,80.0,0.32517513569044354,0.041403765179367766,0.02539622641509429,12.1747362,7.353712837605072,021.dat,0.9235196495626546,3.133331585251645e-06,322.49069069999996,,,,,12.1724136,,055.dat,,,322.4907491,98.0,0.3152469205925996,0.07239113272928162,0.06414912280701755,12.172391900000001,4.4525227607054605,031.dat,0.4019627626070027,8.72872443266331e-08,322.49068989999995,60.0,0.682462963700587,0.03864782233554983,0.06133766233766235,12.1724227,4.5686875997066165,062.dat,0.3880872385887946,5.481376448796182e-08,322.4906355,0.4019627626070027,8.72872443266331e-08,0.3940000000000006,98.0,0.07239113272928162,0.06414912280701755,4.4525227607054605,M15_3,Ndata,M15_3_031,322.49068989999995,12.172391900000001,0.3113,,,,,,,0.4019627626070027,,,,,,0.0,,,15.059102803738318,??,0.5385822101429693,0.3660742360369973,0.29105861680805845
V074,156.0,0.6181990293067408,1.1183445861458254,0.017105882352941172,12.1436308,0.6445887670875139,079.dat,0.22825657335469346,7.593387709061074e-07,322.5035204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2960102428070753,4.6093397250836385e-08,0.6730000000000005,156.0,1.1183445861458254,0.017105882352941172,0.6445887670875139,M15_1,Ndata,M15_1_079,322.5035204,12.1436308,0.29601,0.29601,,0.2960204,15.5,,,0.2960102428070753,,,,0.296014,0.29601,1.0,,,16.042075949367092,RRc,0.4097407871595853,0.7370352290029558,0.1934112544270352
V075,138.0,0.2442815446860376,0.1124856525172174,0.016187878787878796,12.1577567,4.992989608885238,023.dat,1.4530319256711992,1.6366566584519958e-05,322.4927306,101.0,0.3237311213338181,0.08844431073451778,0.015673913043478288,12.1578104,4.701232068847251,031.dat,1.4178814127808281,8.426395176845967e-06,322.4927946,,,,,12.159338900000002,,052.dat,,,322.49398219999995,55.0,1.154329150766916,0.036007243422379924,0.016289855072463763,12.1577309,5.208604220720877,032.dat,0.7612095847092537,2.5351159733068825e-07,322.4926665,0.5269245519421222,1.680260920651397e-07,0.04899999999999999,138.0,0.1124856525172174,0.016187878787878796,4.992989608885238,M15_1,Ndata,M15_1_023,322.4927306,12.1577567,0.3655,,,,13.98,14.105,,0.3873834302467847,0.5269245519421222,,,,,0.0,0.012653807447519188,,14.052285714285714,??,0.5269245519421222,0.1485858440445238,0.13849232757262264
V076,110.0,0.16156710191460455,0.08351161397558055,0.023779141104294514,12.1610266,6.0813116776536,019.dat,0.4052539356006364,9.90298726015442e-08,322.4926017,93.0,0.11684012575134695,0.04778692650723978,0.022117647058823544,12.1610618,6.146660016932224,020.dat,0.4530080394685514,1.4256698800551505e-07,322.4926576000001,93.0,0.22329207963115216,0.048621766131446566,0.023076335877862626,12.1610314,6.104730452209959,014.dat,0.4052762681129501,1.5004150307317455e-07,322.4925952,59.0,0.24705026689632706,0.035854424304626716,0.02282022471910114,12.1610403,6.18245822667447,016.dat,1.2750843029395291,5.561005251270647e-07,322.4925526,0.3206654639408761,6.96529609766437e-08,0.16900000000000098,110.0,0.08351161397558055,0.023779141104294514,6.0813116776536,M15_1,Ndata,M15_1_019,322.4926017,12.1610266,0.3841,,,,,13.5,,0.3206654639408761,0.4356641016561861,,,,,0.0,,,13.34191911764706,??,0.43716089992637003,0.2408513227372726,0.22242391906601
V077,113.0,0.48913991025373704,0.0753427812549811,0.04533128834355823,12.1620925,3.335703753591665,001.dat,0.2466843299476018,3.984050141246751e-08,322.4897535,95.0,0.33155466806693035,0.0591013861324687,0.04034265734265726,12.1621296,3.4694364243616778,000.dat,0.9306961524839124,3.1595626203926783e-06,322.4898318,92.0,0.17932284149709687,0.1312907079972696,0.040985185185185166,12.1620864,3.3146531556547827,000.dat,0.2852393427454853,7.294374786089794e-08,322.4897477,71.0,0.2457917004554222,0.05149359741742862,0.03844554455445545,12.1620741,3.2781165072524714,000.dat,0.7130975767915999,5.191131460464355e-07,322.4897142,0.7064268740722788,4.5185048843257113e-07,0.14699999999999894,113.0,0.0753427812549811,0.04533128834355823,3.335703753591665,M15_1,Ndata,M15_1_001,322.4897535,12.1620925,0.596,,,,12.45,12.7,,0.5258160303237673,,,,,,0.0,,,12.5434262295082,??,0.7064268740722788,0.1928108580310824,0.2096588272922375
