;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59026.471366	0.125	13.004	12.995	13.013	20.60468	V	m15_data/M15-4_20200626_111846_d163_Nickel_V_c.fit
59026.469861	0.04167	12.997	12.987	13.007	19.94214	V	m15_data/M15-4_20200626_111636_d162_Nickel_V_c.fit
59026.468808	0.01389	12.982	12.975	12.989	19.23343	V	m15_data/M15-4_20200626_111505_d161_Nickel_V_c.fit
59022.407407	0.125	12.995	12.982	13.008	20.40755	V	m15_data/M15-4_20200622_094640_d142_Nickel_V_c.fit
59022.406146	0.04167	12.89	12.882	12.898	19.98321	V	m15_data/M15-4_20200622_094451_d141_Nickel_V_c.fit
59022.405336	0.01389	12.895	12.887	12.903	19.24954	V	m15_data/M15-4_20200622_094341_d140_Nickel_V_c.fit
58805.103056	0.125	12.912	12.903	12.921	20.72919	V	m15_data/M15-4_20191118_022824_d141_Nickel_V_c.fit
58805.101377	0.04167	12.906	12.902	12.91	20.23206	V	m15_data/M15-4_20191118_022559_d140_Nickel_V_c.fit
58805.100694	0.01389	12.979	12.969	12.989	19.38013	V	m15_data/M15-4_20191118_022500_d139_Nickel_V_c.fit
58792.143345	0.04167	12.864	12.86	12.868	20.17023	V	m15_data/M15-4_20191105_032625_d154_Nickel_V_c.fit
58789.29081	0.125	12.944	12.934	12.954	20.18399	V	m15_data/M15-4_20191102_065846_d176_Nickel_V_c.fit
58789.289676	0.04167	12.913	12.908	12.918	19.62831	V	m15_data/M15-4_20191102_065708_d175_Nickel_V_c.fit
58789.289016	0.01389	12.873	12.863	12.883	18.97125	V	m15_data/M15-4_20191102_065611_d174_Nickel_V_c.fit
58789.194468	0.125	12.887	12.881	12.893	20.68856	V	m15_data/M15-4_20191102_044002_d156_Nickel_V_c.fit
58789.193229	0.04167	12.866	12.862	12.87	20.12667	V	m15_data/M15-4_20191102_043815_d155_Nickel_V_c.fit
58789.192106	0.01389	12.874	12.866	12.882	19.65798	V	m15_data/M15-4_20191102_043638_d154_Nickel_V_c.fit
58788.17235	0.125	12.961	12.952	12.97	20.30906	V	m15_data/M15-4_20191101_040811_d163_Nickel_V_c.fit
58788.171273	0.04167	12.949	12.94	12.958	19.82119	V	m15_data/M15-4_20191101_040638_d162_Nickel_V_c.fit
58788.170637	0.01389	12.924	12.914	12.934	19.18719	V	m15_data/M15-4_20191101_040543_d161_Nickel_V_c.fit
58775.277141	0.125	12.935	12.927	12.943	20.3742	V	m15_data/M15-4_20191019_063905_d151_Nickel_V_c.fit
