;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59043.354873	0.125	15.767	15.739	15.795	20.01925	V	m15_data/M15-2_20200713_083101_d185_Nickel_V_c.fit
59043.353414	0.04167	15.683	15.652	15.714	19.73089	V	m15_data/M15-2_20200713_082855_d184_Nickel_V_c.fit
59043.350625	0.01389	15.747	15.717	15.777	19.02028	V	m15_data/M15-2_20200713_082454_d183_Nickel_V_c.fit
59039.41022	0.125	15.614	15.584	15.644	19.91906	V	m15_data/M15-2_20200709_095043_d173_Nickel_V_c.fit
59039.409016	0.04167	15.594	15.565	15.623	19.46989	V	m15_data/M15-2_20200709_094859_d172_Nickel_V_c.fit
59039.408102	0.01389	15.611	15.583	15.639	18.82579	V	m15_data/M15-2_20200709_094740_d171_Nickel_V_c.fit
59039.405937	0.01389	15.698	15.67	15.726	18.80512	V	m15_data/M15-2_20200709_094433_d170_Nickel_V_c.fit
59030.454745	0.04167	16.16	16.129	16.191	20.13397	B	m15_data/M15-2_20200630_105450_d186_Nickel_B_c.fit
59030.452199	0.125	15.742	15.711	15.773	20.23433	V	m15_data/M15-2_20200630_105110_d185_Nickel_V_c.fit
59030.451111	0.04167	15.719	15.692	15.746	19.80042	V	m15_data/M15-2_20200630_104936_d184_Nickel_V_c.fit
59030.450428	0.01389	15.682	15.633	15.731	19.57786	V	m15_data/M15-2_20200630_104837_d183_Nickel_V_c.fit
59018.437037	0.125	15.744	15.715	15.773	19.72726	V	m15_data/M15-2_20200618_102920_d197_Nickel_V_c.fit
59018.434525	0.04167	15.596	15.569	15.623	19.62441	V	m15_data/M15-2_20200618_102543_d196_Nickel_V_c.fit
59018.433843	0.01389	15.729	15.692	15.766	18.94982	V	m15_data/M15-2_20200618_102444_d195_Nickel_V_c.fit
58990.48978	0.125	16.026	15.995	16.057	19.61871	V	m15_data/M15-2_20200521_114517_d202_Nickel_V_c.fit
58990.488704	0.04167	15.832	15.806	15.858	19.30825	V	m15_data/M15-2_20200521_114344_d201_Nickel_V_c.fit
58990.488056	0.01389	15.77	15.738	15.802	18.95141	V	m15_data/M15-2_20200521_114248_d200_Nickel_V_c.fit
58805.183831	0.125	16.033	16.003	16.063	19.83228	V	m15_data/M15-2_20191118_042443_d163_Nickel_V_c.fit
58805.182662	0.04167	16.011	15.979	16.043	19.45436	V	m15_data/M15-2_20191118_042302_d162_Nickel_V_c.fit
58805.182049	0.01389	15.901	15.87	15.932	19.0237	V	m15_data/M15-2_20191118_042209_d161_Nickel_V_c.fit
58794.13875	0.125	15.679	15.648	15.71	19.97794	V	m15_data/M15-2_20191107_031948_d138_Nickel_V_c.fit
58788.162905	0.125	15.725	15.705	15.745	19.86422	V	m15_data/M15-2_20191101_035435_d157_Nickel_V_c.fit
58788.161829	0.04167	15.864	15.835	15.893	19.5424	V	m15_data/M15-2_20191101_035302_d156_Nickel_V_c.fit
58788.161181	0.01389	15.659	15.632	15.686	19.18389	V	m15_data/M15-2_20191101_035206_d155_Nickel_V_c.fit
58779.246875	0.125	15.871	15.847	15.895	19.86063	V	m15_data/M15-2_20191023_055530_d140_Nickel_V_c.fit
58779.245706	0.04167	15.85	15.825	15.875	19.40889	V	m15_data/M15-2_20191023_055349_d139_Nickel_V_c.fit
58779.245023	0.01389	15.865	15.833	15.897	19.08216	V	m15_data/M15-2_20191023_055250_d138_Nickel_V_c.fit
58769.344884	0.125	15.566	15.534	15.598	19.3472	V	m15_data/M15-2_20191013_081638_d306_Nickel_V_c.fit
58769.343785	0.04167	15.592	15.556	15.628	18.8738	V	m15_data/M15-2_20191013_081503_d305_Nickel_V_c.fit
58769.342627	0.01389	15.964	15.918	16.01	18.34431	V	m15_data/M15-2_20191013_081323_d304_Nickel_V_c.fit
58763.218843	0.125	15.709	15.673	15.745	18.36114	V	m15_data/M15-2_20191007_051508_d142_Nickel_V_c.fit
58763.216678	0.04167	15.666	15.642	15.69	19.54168	V	m15_data/M15-2_20191007_051201_d141_Nickel_V_c.fit
58763.216019	0.01389	15.642	15.614	15.67	19.04595	V	m15_data/M15-2_20191007_051104_d140_Nickel_V_c.fit
58746.378009	0.125	15.829	15.744	15.914	18.94654	V	m15_data/M15-2_20190920_090420_d133_Nickel_V_c.fit
58746.376273	0.04167	15.965	15.899	16.031	18.22883	V	m15_data/M15-2_20190920_090150_d132_Nickel_V_c.fit
58746.375671	0.01389	16.095	15.995	16.195	16.99571	V	m15_data/M15-2_20190920_090058_d131_Nickel_V_c.fit
58735.297986	0.125	16.045	15.983	16.107	19.4103	V	m15_data/M15-2_20190909_070906_d158_Nickel_V_c.fit
58735.29691	0.04167	15.883	15.835	15.931	19.20444	V	m15_data/M15-2_20190909_070733_d157_Nickel_V_c.fit
58735.295486	0.01389	15.94	15.887	15.993	18.61355	V	m15_data/M15-2_20190909_070530_d156_Nickel_V_c.fit
58731.364595	0.125	15.397	15.37	15.424	20.26925	V	m15_data/M15-2_20190905_084501_d190_Nickel_V_c.fit
58731.362905	0.04167	15.393	15.371	15.415	19.92057	V	m15_data/M15-2_20190905_084235_d189_Nickel_V_c.fit
58731.362257	0.01389	15.501	15.476	15.526	19.26036	V	m15_data/M15-2_20190905_084139_d188_Nickel_V_c.fit
58690.317986	0.125	15.805	15.775	15.835	19.99577	V	m15_data/M15-2_20190726_073754_d169_Nickel_V_c.fit
58690.316667	0.04167	15.781	15.751	15.811	19.73802	V	m15_data/M15-2_20190726_073600_d168_Nickel_V_c.fit
58690.315613	0.01389	15.518	15.491	15.545	19.24817	V	m15_data/M15-2_20190726_073429_d167_Nickel_V_c.fit
58676.37478	0.125	15.715	15.686	15.744	20.08491	V	m15_data/M15-2_20190712_085941_d164_Nickel_V_c.fit
58676.373056	0.04167	15.587	15.554	15.62	19.84363	V	m15_data/M15-2_20190712_085712_d163_Nickel_V_c.fit
58676.372269	0.01389	15.615	15.575	15.655	19.33326	V	m15_data/M15-2_20190712_085604_d162_Nickel_V_c.fit
58672.475347	0.125	15.53	15.511	15.549	20.00311	V	m15_data/M15-2_20190708_112430_d213_Nickel_V_c.fit
58672.473981	0.04167	15.448	15.426	15.47	19.80592	V	m15_data/M15-2_20190708_112232_d212_Nickel_V_c.fit
58672.47316	0.01389	15.648	15.616	15.68	19.15374	V	m15_data/M15-2_20190708_112121_d211_Nickel_V_c.fit
58664.402072	0.125	16.025	15.931	16.119	18.02129	V	m15_data/M15-2_20190630_093859_d191_Nickel_V_c.fit
58664.401007	0.04167	15.818	15.755	15.881	18.5073	V	m15_data/M15-2_20190630_093727_d190_Nickel_V_c.fit
58664.400324	0.01389	15.855	15.769	15.941	17.66572	V	m15_data/M15-2_20190630_093628_d189_Nickel_V_c.fit
58653.40309	0.125	15.722	15.695	15.749	19.83399	V	m15_data/M15-2_20190619_094027_d175_Nickel_V_c.fit
58653.401921	0.04167	15.65	15.621	15.679	19.7101	V	m15_data/M15-2_20190619_093846_d174_Nickel_V_c.fit
58653.399977	0.04167	15.773	15.736	15.81	19.43999	V	m15_data/M15-2_20190619_093558_d173_Nickel_V_c.fit
58653.399363	0.01389	15.525	15.495	15.555	19.15597	V	m15_data/M15-2_20190619_093505_d172_Nickel_V_c.fit
