;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59058.459618	0.01389	15.527	15.49	15.564	19.52668	V	m15_data/M15-1_20200728_110151_d223_Nickel_V_c.fit
59054.413137	0.125	15.45	15.427	15.473	20.70325	V	m15_data/M15-1_20200724_095455_d198_Nickel_V_c.fit
59054.412014	0.04167	15.424	15.401	15.447	20.02316	V	m15_data/M15-1_20200724_095318_d197_Nickel_V_c.fit
59054.411389	0.01389	15.398	15.369	15.427	19.12826	V	m15_data/M15-1_20200724_095224_d196_Nickel_V_c.fit
59054.324942	0.125	15.622	15.593	15.651	20.5146	V	m15_data/M15-1_20200724_074755_d166_Nickel_V_c.fit
59054.323796	0.04167	15.529	15.506	15.552	19.94437	V	m15_data/M15-1_20200724_074616_d165_Nickel_V_c.fit
59054.322245	0.01389	15.602	15.566	15.638	18.97081	V	m15_data/M15-1_20200724_074402_d164_Nickel_V_c.fit
59043.345093	0.125	15.75	15.723	15.777	20.60797	V	m15_data/M15-1_20200713_081656_d182_Nickel_V_c.fit
59043.338345	0.08333	15.747	15.722	15.772	20.46327	V	m15_data/M15-1_20200713_080713_d180_Nickel_V_c.fit
59043.336412	0.04167	15.719	15.695	15.743	20.08604	V	m15_data/M15-1_20200713_080426_d179_Nickel_V_c.fit
59043.333889	0.01389	15.717	15.689	15.745	19.32683	V	m15_data/M15-1_20200713_080048_d178_Nickel_V_c.fit
59039.40191	0.125	15.324	15.289	15.359	20.28931	V	m15_data/M15-1_20200709_093845_d169_Nickel_V_c.fit
59039.400729	0.04167	15.4	15.371	15.429	19.69853	V	m15_data/M15-1_20200709_093703_d168_Nickel_V_c.fit
59039.400069	0.01389	15.438	15.399	15.477	19.02779	V	m15_data/M15-1_20200709_093606_d167_Nickel_V_c.fit
59030.447049	0.04167	16.123	16.091	16.155	20.3324	B	m15_data/M15-1_20200630_104345_d182_Nickel_B_c.fit
59030.444456	0.125	15.501	15.482	15.52	20.90951	V	m15_data/M15-1_20200630_104001_d181_Nickel_V_c.fit
59030.443368	0.04167	15.358	15.337	15.379	20.2932	V	m15_data/M15-1_20200630_103827_d180_Nickel_V_c.fit
59030.442639	0.01389	15.28	15.253	15.307	19.60051	V	m15_data/M15-1_20200630_103724_d179_Nickel_V_c.fit
59022.389826	0.125	15.691	15.666	15.716	20.65611	V	m15_data/M15-1_20200622_092121_d133_Nickel_V_c.fit
59022.388681	0.04167	15.717	15.69	15.744	19.99625	V	m15_data/M15-1_20200622_091942_d132_Nickel_V_c.fit
59022.387766	0.01389	15.644	15.618	15.67	19.42143	V	m15_data/M15-1_20200622_091823_d131_Nickel_V_c.fit
59010.430127	0.125	15.494	15.458	15.53	20.9507	V	m15_data/M15-1_20200610_101923_d175_Nickel_V_c.fit
59010.428299	0.08333	15.508	15.472	15.544	20.79315	V	m15_data/M15-1_20200610_101645_d174_Nickel_V_c.fit
59010.427153	0.04167	15.514	15.476	15.552	20.3646	V	m15_data/M15-1_20200610_101506_d173_Nickel_V_c.fit
59010.425972	0.01389	15.509	15.465	15.553	19.6513	V	m15_data/M15-1_20200610_101324_d172_Nickel_V_c.fit
58994.491713	0.04167	15.107	15.074	15.14	20.05343	R	m15_data/M15-1_20200525_114804_d186_Nickel_R_c.fit
58994.454653	0.125	15.377	15.353	15.401	21.07596	V	m15_data/M15-1_20200525_105442_d165_Nickel_V_c.fit
58994.453356	0.04167	15.654	15.631	15.677	20.06718	V	m15_data/M15-1_20200525_105250_d164_Nickel_V_c.fit
58994.452639	0.01389	15.333	15.305	15.361	19.59616	V	m15_data/M15-1_20200525_105148_d163_Nickel_V_c.fit
58994.44941	0.125	15.877	15.858	15.896	21.2522	B	m15_data/M15-1_20200525_104709_d162_Nickel_B_c.fit
58994.447917	0.04167	16.237	16.204	16.27	20.24059	B	m15_data/M15-1_20200525_104500_d161_Nickel_B_c.fit
58994.44684	0.01389	16.233	16.197	16.269	19.14438	B	m15_data/M15-1_20200525_104327_d160_Nickel_B_c.fit
58856.088704	0.01389	16.211	16.153	16.269	17.79021	B	m15_data/M15-1_20200108_020744_d131_Nickel_B_c.fit
58856.086192	0.125	15.902	15.854	15.95	19.11876	V	m15_data/M15-1_20200108_020407_d130_Nickel_V_c.fit
58856.085069	0.04167	15.864	15.814	15.914	18.44134	V	m15_data/M15-1_20200108_020230_d129_Nickel_V_c.fit
58856.084444	0.01389	15.756	15.708	15.804	17.59363	V	m15_data/M15-1_20200108_020136_d128_Nickel_V_c.fit
58805.088241	0.125	15.631	15.612	15.65	20.84811	V	m15_data/M15-1_20191118_020704_d132_Nickel_V_c.fit
58805.08713	0.04167	15.62	15.599	15.641	20.21057	V	m15_data/M15-1_20191118_020528_d131_Nickel_V_c.fit
58805.086285	0.01389	15.659	15.636	15.682	19.32113	V	m15_data/M15-1_20191118_020415_d130_Nickel_V_c.fit
58794.121481	0.125	15.448	15.427	15.469	20.55115	V	m15_data/M15-1_20191107_025456_d134_Nickel_V_c.fit
58794.12037	0.04167	15.27	15.23	15.31	20.36743	V	m15_data/M15-1_20191107_025320_d133_Nickel_V_c.fit
58794.119664	0.01389	15.347	15.306	15.388	19.71243	V	m15_data/M15-1_20191107_025219_d132_Nickel_V_c.fit
58775.248669	0.125	15.526	15.505	15.547	20.41191	V	m15_data/M15-1_20191019_055805_d142_Nickel_V_c.fit
58775.246551	0.04167	15.577	15.545	15.609	19.72023	V	m15_data/M15-1_20191019_055502_d141_Nickel_V_c.fit
58775.245544	0.01389	15.492	15.447	15.537	18.8114	V	m15_data/M15-1_20191019_055335_d140_Nickel_V_c.fit
58769.339769	0.125	15.452	15.437	15.467	19.59852	V	m15_data/M15-1_20191013_080916_d303_Nickel_V_c.fit
58769.338206	0.04167	15.454	15.43	15.478	18.661	V	m15_data/M15-1_20191013_080701_d302_Nickel_V_c.fit
58769.336493	0.01389	15.278	15.248	15.308	18.80981	V	m15_data/M15-1_20191013_080433_d301_Nickel_V_c.fit
58768.300833	0.125	15.531	15.506	15.556	19.60634	V	m15_data/M15-1_20191012_071312_d178_Nickel_V_c.fit
58768.299688	0.04167	15.338	15.307	15.369	19.06658	V	m15_data/M15-1_20191012_071133_d177_Nickel_V_c.fit
58763.20897	0.04167	15.629	15.593	15.665	19.92971	V	m15_data/M15-1_20191007_050055_d138_Nickel_V_c.fit
58763.208287	0.01389	15.705	15.661	15.749	19.2864	V	m15_data/M15-1_20191007_045956_d137_Nickel_V_c.fit
58759.194711	0.125	15.913	15.875	15.951	20.28997	V	m15_data/M15-1_20191003_044023_d139_Nickel_V_c.fit
58759.193646	0.04167	15.677	15.65	15.704	20.12836	V	m15_data/M15-1_20191003_043851_d138_Nickel_V_c.fit
58759.19206	0.01389	15.652	15.623	15.681	19.38574	V	m15_data/M15-1_20191003_043634_d137_Nickel_V_c.fit
58738.226528	0.125	15.794	15.75	15.838	19.23925	V	m15_data/M15-1_20190912_052612_d159_Nickel_V_c.fit
58738.225255	0.04167	15.839	15.8	15.878	18.99822	V	m15_data/M15-1_20190912_052422_d158_Nickel_V_c.fit
58738.223773	0.01389	15.803	15.764	15.842	18.42265	V	m15_data/M15-1_20190912_052214_d157_Nickel_V_c.fit
58735.290313	0.125	15.511	15.478	15.544	20.11305	V	m15_data/M15-1_20190909_065803_d155_Nickel_V_c.fit
58735.28853	0.01389	15.438	15.398	15.478	18.56505	V	m15_data/M15-1_20190909_065529_d154_Nickel_V_c.fit
58735.279248	0.04167	15.457	15.426	15.488	19.4861	V	m15_data/M15-1_20190909_064207_d153_Nickel_V_c.fit
58735.276123	0.01389	15.475	15.434	15.516	18.65104	V	m15_data/M15-1_20190909_063737_d152_Nickel_V_c.fit
58731.357697	0.125	15.442	15.426	15.458	20.98738	V	m15_data/M15-1_20190905_083505_d187_Nickel_V_c.fit
58731.356562	0.04167	15.459	15.441	15.477	20.26909	V	m15_data/M15-1_20190905_083327_d186_Nickel_V_c.fit
58731.355382	0.01389	15.468	15.449	15.487	19.40861	V	m15_data/M15-1_20190905_083145_d185_Nickel_V_c.fit
58731.162234	0.125	15.658	15.636	15.68	20.74157	V	m15_data/M15-1_20190905_035337_d129_Nickel_V_c.fit
58731.160914	0.04167	15.667	15.645	15.689	20.08303	V	m15_data/M15-1_20190905_035143_d128_Nickel_V_c.fit
58731.157928	0.01389	15.734	15.71	15.758	19.23362	V	m15_data/M15-1_20190905_034725_d127_Nickel_V_c.fit
58728.181748	0.08333	15.959	15.928	15.99	20.30296	V	m15_data/M15-1_20190902_042143_d155_Nickel_V_c.fit
58728.180671	0.04167	15.733	15.712	15.754	20.11045	V	m15_data/M15-1_20190902_042010_d154_Nickel_V_c.fit
58728.180023	0.01389	15.77	15.741	15.799	19.30245	V	m15_data/M15-1_20190902_041914_d153_Nickel_V_c.fit
58724.240972	0.125	15.856	15.818	15.894	20.46613	V	m15_data/M15-1_20190829_054700_d156_Nickel_V_c.fit
58724.239896	0.04167	15.741	15.71	15.772	19.98783	V	m15_data/M15-1_20190829_054527_d155_Nickel_V_c.fit
58724.239155	0.01389	15.848	15.804	15.892	19.099	V	m15_data/M15-1_20190829_054423_d154_Nickel_V_c.fit
58721.301181	0.125	15.399	15.374	15.424	20.69606	V	m15_data/M15-1_20190826_071342_d149_Nickel_V_c.fit
58721.29963	0.04167	15.395	15.369	15.421	20.09751	V	m15_data/M15-1_20190826_071128_d148_Nickel_V_c.fit
58721.298738	0.01389	15.418	15.39	15.446	19.31361	V	m15_data/M15-1_20190826_071011_d147_Nickel_V_c.fit
58713.306956	0.125	15.748	15.714	15.782	19.94516	V	m15_data/M15-1_20190818_072201_d150_Nickel_V_c.fit
