;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
59058.462199	0.125	17.791	17.774	17.808	20.93868	V	m15_data/M15-1_20200728_110534_d225_Nickel_V_c.fit
59058.460243	0.04167	17.817	17.793	17.841	20.43819	V	m15_data/M15-1_20200728_110245_d224_Nickel_V_c.fit
59058.459618	0.01389	17.773	17.732	17.814	19.56397	V	m15_data/M15-1_20200728_110151_d223_Nickel_V_c.fit
59058.431771	0.125	17.776	17.76	17.792	21.03696	V	m15_data/M15-1_20200728_102145_d205_Nickel_V_c.fit
59058.430694	0.04167	17.75	17.727	17.773	20.32255	V	m15_data/M15-1_20200728_102012_d204_Nickel_V_c.fit
59058.429352	0.01389	17.831	17.789	17.873	19.5611	V	m15_data/M15-1_20200728_101816_d203_Nickel_V_c.fit
59058.393079	0.125	17.789	17.776	17.802	21.06798	V	m15_data/M15-1_20200728_092602_d189_Nickel_V_c.fit
59058.39191	0.04167	17.784	17.765	17.803	20.4969	V	m15_data/M15-1_20200728_092421_d188_Nickel_V_c.fit
59058.391285	0.01389	17.753	17.716	17.79	19.69581	V	m15_data/M15-1_20200728_092327_d187_Nickel_V_c.fit
59058.360613	0.125	17.815	17.802	17.828	21.35487	V	m15_data/M15-1_20200728_083917_d173_Nickel_V_c.fit
59058.359537	0.04167	17.847	17.824	17.87	20.44454	V	m15_data/M15-1_20200728_083744_d172_Nickel_V_c.fit
59058.358148	0.01389	17.773	17.732	17.814	19.84355	V	m15_data/M15-1_20200728_083544_d171_Nickel_V_c.fit
59058.340995	0.125	17.826	17.813	17.839	20.93947	V	m15_data/M15-1_20200728_081102_d161_Nickel_V_c.fit
59058.339769	0.04167	17.817	17.792	17.842	20.25963	V	m15_data/M15-1_20200728_080916_d160_Nickel_V_c.fit
59058.339132	0.01389	17.814	17.774	17.854	19.86041	V	m15_data/M15-1_20200728_080821_d159_Nickel_V_c.fit
59058.322269	0.125	17.802	17.788	17.816	20.86202	V	m15_data/M15-1_20200728_074404_d149_Nickel_V_c.fit
59058.321169	0.04167	17.879	17.854	17.904	20.25193	V	m15_data/M15-1_20200728_074229_d148_Nickel_V_c.fit
59058.320498	0.01389	17.813	17.77	17.856	19.40564	V	m15_data/M15-1_20200728_074131_d147_Nickel_V_c.fit
